taxid,date,name
936441,9/14/2006,EXCELLENT POLICE DUTY
936441,8/5/2006,MERITORIOUS POLICE DUTY
936441,6/18/2006,EXCELLENT POLICE DUTY
906072,5/28/1998,MERITORIOUS POLICE DUTY
906072,2/19/1998,EXCELLENT POLICE DUTY
906072,1/17/1998,MERITORIOUS POLICE DUTY
906072,7/31/1997,EXCELLENT POLICE DUTY
906072,3/31/1997,MERITORIOUS POLICE DUTY
906072,2/4/1996,EXCELLENT POLICE DUTY
934724,12/12/2011,MERITORIOUS POLICE DUTY
934724,10/12/2009,MERITORIOUS POLICE DUTY
934724,9/16/2008,EXCELLENT POLICE DUTY
934724,4/8/2008,EXCELLENT POLICE DUTY
934724,12/29/2007,MERITORIOUS POLICE DUTY
934724,10/30/2007,EXCELLENT POLICE DUTY
934724,9/10/2007,EXCELLENT POLICE DUTY
934724,9/8/2007,EXCELLENT POLICE DUTY
934724,2/8/2006,EXCELLENT POLICE DUTY
934724,10/17/2005,EXCELLENT POLICE DUTY
934724,9/30/2000,EXCELLENT POLICE DUTY
920584,12/30/2002,EXCELLENT POLICE DUTY
948856,12/10/2017,EXCELLENT POLICE DUTY
948856,1/28/2017,MERITORIOUS POLICE DUTY
948856,7/10/2011,MERITORIOUS POLICE DUTY
955858,4/22/2018,MERITORIOUS POLICE DUTY
955858,11/23/2017,EXCELLENT POLICE DUTY
963003,3/9/2019,EXCELLENT POLICE DUTY
940056,11/2/2013,EXCELLENT POLICE DUTY
940056,9/14/2012,EXCELLENT POLICE DUTY
940056,7/7/2012,EXCELLENT POLICE DUTY
940056,4/16/2012,EXCELLENT POLICE DUTY
931625,9/29/2015,EXCELLENT POLICE DUTY
931625,9/24/2013,EXCELLENT POLICE DUTY
931625,3/23/2011,MERITORIOUS POLICE DUTY
931625,7/22/2007,MERITORIOUS POLICE DUTY
931625,5/10/2007,MERITORIOUS POLICE DUTY
931625,12/20/2006,MERITORIOUS POLICE DUTY
931625,4/18/2006,MERITORIOUS POLICE DUTY
931625,11/8/2005,MERITORIOUS POLICE DUTY
931625,10/16/2005,EXCELLENT POLICE DUTY
931625,9/22/2005,EXCELLENT POLICE DUTY
931625,8/5/2003,EXCELLENT POLICE DUTY
932543,12/11/2017,COMMENDATION
932543,8/14/2015,MERITORIOUS POLICE DUTY
932543,1/19/2005,MERITORIOUS POLICE DUTY
932543,1/3/2005,MERITORIOUS POLICE DUTY
932543,11/26/2004,MERITORIOUS POLICE DUTY
932543,1/28/2004,EXCELLENT POLICE DUTY
934729,2/1/2007,EXCELLENT POLICE DUTY
934729,10/28/2006,MERITORIOUS POLICE DUTY
934729,11/11/2005,EXCELLENT POLICE DUTY
933732,7/16/2007,EXCELLENT POLICE DUTY
933732,2/24/2007,EXCELLENT POLICE DUTY
933732,6/15/2006,EXCELLENT POLICE DUTY
921057,11/17/2002,EXCELLENT POLICE DUTY
921057,3/5/1999,EXCELLENT POLICE DUTY
928163,11/17/2006,EXCELLENT POLICE DUTY
928163,9/27/2006,EXCELLENT POLICE DUTY
928163,6/27/2006,EXCELLENT POLICE DUTY
928163,5/17/2006,EXCELLENT POLICE DUTY
928163,1/9/2006,EXCELLENT POLICE DUTY
928163,12/29/2005,EXCELLENT POLICE DUTY
928163,10/10/2005,EXCELLENT POLICE DUTY
928163,8/31/2005,EXCELLENT POLICE DUTY
928163,8/10/2005,EXCELLENT POLICE DUTY
928163,6/8/2005,EXCELLENT POLICE DUTY
928163,3/8/2005,MERITORIOUS POLICE DUTY
928163,3/25/2004,MERITORIOUS POLICE DUTY
928163,2/23/2004,EXCELLENT POLICE DUTY
928163,7/16/2003,EXCELLENT POLICE DUTY
928163,7/12/2003,EXCELLENT POLICE DUTY
928163,6/23/2003,EXCELLENT POLICE DUTY
928163,8/17/2002,EXCELLENT POLICE DUTY
951659,5/2/2016,MERITORIOUS POLICE DUTY
951659,2/7/2016,EXCELLENT POLICE DUTY
951659,7/31/2015,MERITORIOUS POLICE DUTY
951694,4/19/2016,EXCELLENT POLICE DUTY
951694,5/11/2015,EXCELLENT POLICE DUTY
952645,10/17/2019,MERITORIOUS POLICE DUTY
952645,10/17/2019,MERITORIOUS POLICE DUTY
952645,9/27/2019,EXCELLENT POLICE DUTY
952645,9/27/2019,EXCELLENT POLICE DUTY
952645,9/5/2019,EXCELLENT POLICE DUTY
952645,9/5/2019,EXCELLENT POLICE DUTY
952645,8/25/2019,MERITORIOUS POLICE DUTY
952645,8/25/2019,MERITORIOUS POLICE DUTY
952645,7/11/2019,EXCELLENT POLICE DUTY
952645,7/11/2019,EXCELLENT POLICE DUTY
952645,6/29/2019,EXCELLENT POLICE DUTY
952645,6/29/2019,EXCELLENT POLICE DUTY
952645,6/5/2019,EXCELLENT POLICE DUTY
952645,6/5/2019,EXCELLENT POLICE DUTY
952645,2/15/2019,EXCELLENT POLICE DUTY
952645,2/15/2019,EXCELLENT POLICE DUTY
952645,1/23/2019,EXCELLENT POLICE DUTY
952645,1/23/2019,EXCELLENT POLICE DUTY
952645,2/6/2018,MERITORIOUS POLICE DUTY
952645,2/6/2018,MERITORIOUS POLICE DUTY
952645,9/19/2017,EXCELLENT POLICE DUTY
952645,9/19/2017,EXCELLENT POLICE DUTY
952645,7/15/2017,EXCELLENT POLICE DUTY
952645,7/15/2017,EXCELLENT POLICE DUTY
952645,4/20/2017,EXCELLENT POLICE DUTY
952645,4/20/2017,EXCELLENT POLICE DUTY
952645,10/18/2016,EXCELLENT POLICE DUTY
952645,10/18/2016,EXCELLENT POLICE DUTY
952645,8/7/2016,EXCELLENT POLICE DUTY
952645,8/7/2016,EXCELLENT POLICE DUTY
952645,5/11/2016,EXCELLENT POLICE DUTY
952645,5/11/2016,EXCELLENT POLICE DUTY
952645,4/23/2016,MERITORIOUS POLICE DUTY
952645,4/23/2016,MERITORIOUS POLICE DUTY
952645,3/30/2016,EXCELLENT POLICE DUTY
952645,3/30/2016,EXCELLENT POLICE DUTY
952645,1/26/2016,EXCELLENT POLICE DUTY
952645,1/26/2016,EXCELLENT POLICE DUTY
952645,1/5/2016,EXCELLENT POLICE DUTY
952645,1/5/2016,EXCELLENT POLICE DUTY
952645,11/14/2015,EXCELLENT POLICE DUTY
952645,11/14/2015,EXCELLENT POLICE DUTY
952645,10/21/2015,EXCELLENT POLICE DUTY
952645,10/21/2015,EXCELLENT POLICE DUTY
952645,9/21/2015,EXCELLENT POLICE DUTY
952645,9/21/2015,EXCELLENT POLICE DUTY
952645,8/23/2015,EXCELLENT POLICE DUTY
952645,8/23/2015,EXCELLENT POLICE DUTY
952645,7/22/2015,EXCELLENT POLICE DUTY
952645,7/22/2015,EXCELLENT POLICE DUTY
952645,1/4/2015,EXCELLENT POLICE DUTY
952645,1/4/2015,EXCELLENT POLICE DUTY
952645,8/11/2014,MERITORIOUS POLICE DUTY
952645,8/11/2014,MERITORIOUS POLICE DUTY
952645,6/29/2014,EXCELLENT POLICE DUTY
952645,6/29/2014,EXCELLENT POLICE DUTY
953804,2/8/2016,MERITORIOUS POLICE DUTY
953804,10/26/2013,MERITORIOUS POLICE DUTY
924258,7/11/2007,EXCELLENT POLICE DUTY
924258,3/5/2007,EXCELLENT POLICE DUTY
924258,2/5/2007,MERITORIOUS POLICE DUTY
924258,1/3/2007,EXCELLENT POLICE DUTY
924258,11/3/2006,MERITORIOUS POLICE DUTY
924258,9/4/2006,MERITORIOUS POLICE DUTY
924258,9/3/2006,EXCELLENT POLICE DUTY
924258,9/1/2006,EXCELLENT POLICE DUTY
924258,6/15/2006,COMMENDATION - COMMUNITY SERVICE
924258,1/1/2001,EXCELLENT POLICE DUTY
948199,3/31/2012,EXCELLENT POLICE DUTY
946900,5/31/2019,EXCELLENT POLICE DUTY
946900,2/19/2019,EXCELLENT POLICE DUTY
946900,1/29/2018,EXCELLENT POLICE DUTY
946900,5/28/2012,EXCELLENT POLICE DUTY
946900,12/31/2011,EXCELLENT POLICE DUTY
946900,7/6/2009,EXCELLENT POLICE DUTY
928165,3/28/2008,COMMENDATION
928165,10/4/2003,EXCELLENT POLICE DUTY
928165,2/14/2003,EXCELLENT POLICE DUTY
945649,7/14/2018,EXCELLENT POLICE DUTY
945649,3/31/2018,MERITORIOUS POLICE DUTY
945649,2/6/2009,EXCELLENT POLICE DUTY
945649,10/30/2008,EXCELLENT POLICE DUTY
945649,8/25/2008,EXCELLENT POLICE DUTY
951660,4/6/2019,EXCELLENT POLICE DUTY
951660,11/20/2018,EXCELLENT POLICE DUTY
951660,11/1/2018,EXCELLENT POLICE DUTY
951660,9/19/2018,EXCELLENT POLICE DUTY
951660,9/23/2017,EXCELLENT POLICE DUTY
951660,8/8/2015,EXCELLENT POLICE DUTY
938333,5/31/2017,EXCELLENT POLICE DUTY
900818,1/15/1997,MERITORIOUS POLICE DUTY
920187,10/17/2010,COMMENDATION
920187,3/30/2010,EXCELLENT POLICE DUTY
920187,7/12/2009,MERITORIOUS POLICE DUTY
920187,12/22/2006,MERITORIOUS POLICE DUTY
920187,2/13/2006,EXCELLENT POLICE DUTY
920187,11/5/2005,EXCELLENT POLICE DUTY
920187,9/15/2005,MERITORIOUS POLICE DUTY
920187,8/27/2003,EXCELLENT POLICE DUTY
920187,4/3/2003,EXCELLENT POLICE DUTY
920187,8/16/2000,EXCELLENT POLICE DUTY
920187,6/21/2000,EXCELLENT POLICE DUTY
920187,5/20/1999,EXCELLENT POLICE DUTY
920187,3/25/1999,EXCELLENT POLICE DUTY
920187,2/26/1999,MERITORIOUS POLICE DUTY
963481,7/13/2020,EXCELLENT POLICE DUTY
963481,6/7/2020,EXCELLENT POLICE DUTY
963481,5/28/2020,EXCELLENT POLICE DUTY
963481,5/11/2020,EXCELLENT POLICE DUTY
963481,4/27/2020,EXCELLENT POLICE DUTY
963481,11/29/2019,EXCELLENT POLICE DUTY
963481,11/6/2017,EXCELLENT POLICE DUTY
940487,8/23/2014,EXCELLENT POLICE DUTY
940487,3/6/2013,EXCELLENT POLICE DUTY
940487,10/24/2012,EXCELLENT POLICE DUTY
940487,10/16/2012,EXCELLENT POLICE DUTY
940487,2/28/2011,MERITORIOUS POLICE DUTY
940487,12/27/2010,MERITORIOUS POLICE DUTY
940487,10/8/2010,EXCELLENT POLICE DUTY
940487,7/9/2010,EXCELLENT POLICE DUTY
940487,11/29/2009,EXCELLENT POLICE DUTY
940487,10/11/2009,EXCELLENT POLICE DUTY
940487,9/15/2009,EXCELLENT POLICE DUTY
940487,5/2/2009,EXCELLENT POLICE DUTY
940487,8/3/2008,MERITORIOUS POLICE DUTY
952647,8/8/2015,EXCELLENT POLICE DUTY
952647,8/8/2015,EXCELLENT POLICE DUTY
948859,11/29/2012,MERITORIOUS POLICE DUTY
918921,5/13/1999,EXCELLENT POLICE DUTY
918921,5/11/1999,EXCELLENT POLICE DUTY
918921,7/12/1998,EXCELLENT POLICE DUTY
918921,6/20/1998,EXCELLENT POLICE DUTY
918921,5/23/1998,EXCELLENT POLICE DUTY
918921,5/13/1998,EXCELLENT POLICE DUTY
950287,3/4/2015,MERITORIOUS POLICE DUTY
951661,4/1/2014,MERITORIOUS POLICE DUTY
951661,8/11/2013,EXCELLENT POLICE DUTY
936446,1/22/2018,EXCELLENT POLICE DUTY
936446,6/26/2017,EXCELLENT POLICE DUTY
936447,1/25/2015,MERITORIOUS POLICE DUTY
936447,1/4/2014,EXCELLENT POLICE DUTY
936447,10/12/2012,EXCELLENT POLICE DUTY
936447,8/2/2011,EXCELLENT POLICE DUTY
936447,1/13/2010,EXCELLENT POLICE DUTY
936447,9/10/2008,EXCELLENT POLICE DUTY
936447,8/22/2008,EXCELLENT POLICE DUTY
936447,6/12/2008,MERITORIOUS POLICE DUTY
936447,4/25/2008,EXCELLENT POLICE DUTY
936447,1/24/2008,COMMENDATION
936447,12/15/2007,EXCELLENT POLICE DUTY
936447,12/12/2007,EXCELLENT POLICE DUTY
936447,11/11/2007,EXCELLENT POLICE DUTY
936447,7/11/2007,EXCELLENT POLICE DUTY
936447,3/14/2007,EXCELLENT POLICE DUTY
936447,9/20/2006,EXCELLENT POLICE DUTY
936447,9/17/2006,MERITORIOUS POLICE DUTY
936447,7/30/2006,EXCELLENT POLICE DUTY
936447,7/7/2006,MERITORIOUS POLICE DUTY
933733,6/27/2019,MERITORIOUS POLICE DUTY
933733,10/22/2017,COMMENDATION
938334,9/19/2015,EXCELLENT POLICE DUTY
938334,8/16/2015,EXCELLENT POLICE DUTY
938327,1/23/2017,EXCELLENT POLICE DUTY
920188,3/20/2008,EXCELLENT POLICE DUTY
920188,9/11/2007,EXCELLENT POLICE DUTY
920188,5/31/2007,EXCEPTIONAL MERIT
920188,5/31/2007,HONORABLE MENTION
920188,5/31/2007,MEDAL FOR VALOR
920188,2/6/2007,EXCELLENT POLICE DUTY
920188,1/27/2007,EXCELLENT POLICE DUTY
920188,12/28/2006,EXCELLENT POLICE DUTY
920188,12/31/1998,EXCELLENT POLICE DUTY
920188,10/29/1998,EXCELLENT POLICE DUTY
920188,8/2/1998,MERITORIOUS POLICE DUTY
920188,12/10/1995,MERITORIOUS POLICE DUTY
950288,12/11/2016,MERITORIOUS POLICE DUTY
950288,12/18/2015,EXCELLENT POLICE DUTY
915565,4/18/2003,EXCELLENT POLICE DUTY
915565,3/6/2003,MERITORIOUS POLICE DUTY
915565,2/7/2003,MERITORIOUS POLICE DUTY
915565,12/22/2001,EXCELLENT POLICE DUTY
915565,11/14/2001,EXCELLENT POLICE DUTY
915565,10/13/2000,MERITORIOUS POLICE DUTY
915565,7/7/2000,EXCELLENT POLICE DUTY
915565,11/20/1999,EXCELLENT POLICE DUTY
915565,9/11/1999,EXCELLENT POLICE DUTY
915565,8/21/1999,EXCELLENT POLICE DUTY
915565,1/4/1997,EXCELLENT POLICE DUTY
941630,5/31/2013,EXCELLENT POLICE DUTY
941630,11/17/2012,MERITORIOUS POLICE DUTY
941630,11/2/2012,EXCELLENT POLICE DUTY
941630,10/17/2012,EXCELLENT POLICE DUTY
941630,7/22/2012,MERITORIOUS POLICE DUTY
941630,6/8/2012,EXCELLENT POLICE DUTY
941630,5/30/2012,EXCELLENT POLICE DUTY
941630,5/23/2012,EXCELLENT POLICE DUTY
941630,5/17/2012,EXCELLENT POLICE DUTY
941630,4/29/2012,EXCELLENT POLICE DUTY
941630,3/31/2012,EXCELLENT POLICE DUTY
941630,3/25/2012,EXCELLENT POLICE DUTY
941630,1/27/2012,MERITORIOUS POLICE DUTY
941630,1/5/2012,EXCELLENT POLICE DUTY
941630,12/31/2011,EXCELLENT POLICE DUTY
941630,12/2/2011,EXCELLENT POLICE DUTY
941630,11/23/2011,EXCELLENT POLICE DUTY
941630,9/29/2011,EXCELLENT POLICE DUTY
941630,8/19/2011,MERITORIOUS POLICE DUTY
941630,8/7/2011,EXCELLENT POLICE DUTY
941630,7/15/2011,EXCELLENT POLICE DUTY
941630,7/6/2011,MERITORIOUS POLICE DUTY
941630,6/17/2011,MERITORIOUS POLICE DUTY
941630,6/2/2011,MERITORIOUS POLICE DUTY
941630,5/21/2011,MERITORIOUS POLICE DUTY
941630,6/9/2010,EXCELLENT POLICE DUTY
941630,5/8/2010,EXCELLENT POLICE DUTY
941630,2/6/2010,EXCELLENT POLICE DUTY
941630,7/22/2009,EXCELLENT POLICE DUTY
941630,3/29/2009,EXCELLENT POLICE DUTY
941630,1/1/2009,EXCELLENT POLICE DUTY
941630,6/25/2008,EXCELLENT POLICE DUTY
941630,4/17/2008,EXCELLENT POLICE DUTY
941630,3/14/2008,EXCELLENT POLICE DUTY
941630,2/18/2008,EXCELLENT POLICE DUTY
941630,11/26/2007,EXCELLENT POLICE DUTY
958482,3/28/2019,EXCELLENT POLICE DUTY
958482,11/7/2018,EXCELLENT POLICE DUTY
958482,11/5/2018,EXCELLENT POLICE DUTY
958482,2/11/2018,EXCELLENT POLICE DUTY
958482,1/16/2017,EXCELLENT POLICE DUTY
920196,6/13/2001,EXCELLENT POLICE DUTY
920196,5/5/2001,EXCELLENT POLICE DUTY
920196,9/18/2000,EXCELLENT POLICE DUTY
920196,3/9/1999,EXCELLENT POLICE DUTY
921270,4/1/2017,COMMENDATION
921270,2/1/2008,MERITORIOUS POLICE DUTY
921270,12/14/2004,MERITORIOUS POLICE DUTY
921270,2/25/2004,EXCELLENT POLICE DUTY
921270,1/24/2004,EXCELLENT POLICE DUTY
921270,8/23/2003,EXCELLENT POLICE DUTY
921270,10/18/2001,MERITORIOUS POLICE DUTY
921270,8/16/2000,EXCELLENT POLICE DUTY
921270,5/24/2000,EXCELLENT POLICE DUTY
930010,5/21/2007,EXCELLENT POLICE DUTY
930010,11/25/2006,EXCELLENT POLICE DUTY
930010,3/5/2003,EXCELLENT POLICE DUTY
931197,4/24/2005,MERITORIOUS POLICE DUTY
939816,7/28/2014,EXCELLENT POLICE DUTY
939816,9/9/2007,EXCELLENT POLICE DUTY
940062,1/19/2012,MERITORIOUS POLICE DUTY
956574,11/5/2019,MERITORIOUS POLICE DUTY
918525,4/7/2005,EXCELLENT POLICE DUTY
918525,4/7/2005,EXCELLENT POLICE DUTY
918525,3/24/2005,EXCELLENT POLICE DUTY
918525,2/23/2005,EXCELLENT POLICE DUTY
918525,2/23/2005,EXCELLENT POLICE DUTY
918525,2/17/2005,EXCELLENT POLICE DUTY
918525,2/8/2005,EXCELLENT POLICE DUTY
918525,1/19/2005,EXCELLENT POLICE DUTY
918525,1/14/2005,EXCELLENT POLICE DUTY
918525,12/21/2004,EXCELLENT POLICE DUTY
918525,12/15/2004,EXCELLENT POLICE DUTY
918525,12/2/2004,EXCELLENT POLICE DUTY
918525,12/2/2004,EXCELLENT POLICE DUTY
958483,8/7/2018,EXCELLENT POLICE DUTY
938337,4/9/2014,EXCELLENT POLICE DUTY
938337,3/31/2010,MERITORIOUS POLICE DUTY
938337,8/15/2009,EXCELLENT POLICE DUTY
938337,6/26/2009,EXCELLENT POLICE DUTY
938337,5/12/2009,EXCELLENT POLICE DUTY
938337,5/2/2009,EXCELLENT POLICE DUTY
938337,1/2/2009,EXCELLENT POLICE DUTY
938337,11/13/2008,EXCELLENT POLICE DUTY
938337,10/8/2008,EXCELLENT POLICE DUTY
938337,10/8/2008,EXCELLENT POLICE DUTY
930011,8/28/2010,MERITORIOUS POLICE DUTY
941631,1/11/2014,EXCELLENT POLICE DUTY
941631,12/19/2013,EXCELLENT POLICE DUTY
941631,9/6/2013,EXCELLENT POLICE DUTY
941631,7/30/2011,EXCELLENT POLICE DUTY
941631,10/5/2010,EXCELLENT POLICE DUTY
941631,8/18/2010,EXCELLENT POLICE DUTY
941631,6/28/2010,EXCELLENT POLICE DUTY
895356,7/18/2000,MERITORIOUS POLICE DUTY
895356,3/22/2000,COMMENDATION
895356,1/1/2000,MERITORIOUS POLICE DUTY
895356,9/11/1999,MERITORIOUS POLICE DUTY
895356,1/8/1999,MERITORIOUS POLICE DUTY
895356,12/9/1996,COMMENDATION
895356,9/30/1995,MERITORIOUS POLICE DUTY
895356,6/30/1995,MERITORIOUS POLICE DUTY
895356,3/31/1995,MERITORIOUS POLICE DUTY
895356,7/7/1992,EXCELLENT POLICE DUTY
892944,11/6/2001,MERITORIOUS POLICE DUTY
892944,10/5/2001,EXCELLENT POLICE DUTY
892944,9/29/2001,MERITORIOUS POLICE DUTY
892944,9/28/2001,EXCELLENT POLICE DUTY
892944,9/27/2001,EXCELLENT POLICE DUTY
892944,9/6/2001,MERITORIOUS POLICE DUTY
892944,7/1/2001,EXCELLENT POLICE DUTY
892944,5/15/2001,EXCELLENT POLICE DUTY
892944,1/1/1999,EXCELLENT POLICE DUTY
892944,8/17/1998,EXCELLENT POLICE DUTY
892944,1/9/1998,COMMENDATION
892944,11/11/1996,EXCELLENT POLICE DUTY
892944,10/24/1996,EXCELLENT POLICE DUTY
892944,10/12/1996,EXCELLENT POLICE DUTY
892944,10/9/1996,MERITORIOUS POLICE DUTY
892944,10/4/1996,EXCELLENT POLICE DUTY
892944,8/12/1996,EXCELLENT POLICE DUTY
892944,8/11/1996,EXCELLENT POLICE DUTY
892944,8/8/1996,EXCELLENT POLICE DUTY
892944,7/13/1996,EXCELLENT POLICE DUTY
892944,6/18/1996,EXCELLENT POLICE DUTY
892944,6/13/1996,EXCELLENT POLICE DUTY
892944,6/10/1996,EXCELLENT POLICE DUTY
892944,5/21/1996,EXCELLENT POLICE DUTY
892944,5/19/1996,EXCELLENT POLICE DUTY
892944,10/4/1995,EXCELLENT POLICE DUTY
892944,9/28/1995,EXCELLENT POLICE DUTY
892944,6/22/1995,EXCELLENT POLICE DUTY
892944,4/15/1995,MERITORIOUS POLICE DUTY
892944,3/29/1995,HONORABLE MENTION
892944,3/29/1995,POLICE COMBAT CROSS
892944,2/8/1995,EXCELLENT POLICE DUTY
892944,11/8/1994,EXCELLENT POLICE DUTY
892944,9/15/1994,EXCELLENT POLICE DUTY
892944,9/2/1994,EXCELLENT POLICE DUTY
892944,8/23/1994,EXCELLENT POLICE DUTY
892944,7/9/1994,EXCELLENT POLICE DUTY
892944,6/7/1994,EXCELLENT POLICE DUTY
892944,2/20/1994,EXCELLENT POLICE DUTY
892944,2/8/1994,EXCELLENT POLICE DUTY
892944,2/6/1994,EXCELLENT POLICE DUTY
892944,2/3/1994,EXCELLENT POLICE DUTY
892944,1/25/1994,EXCELLENT POLICE DUTY
892944,1/22/1994,MERITORIOUS POLICE DUTY
892944,1/21/1994,EXCELLENT POLICE DUTY
892944,1/8/1994,EXCELLENT POLICE DUTY
892944,1/4/1994,EXCELLENT POLICE DUTY
892944,1/4/1994,EXCELLENT POLICE DUTY
892944,12/27/1993,MERITORIOUS POLICE DUTY
892944,11/22/1993,EXCELLENT POLICE DUTY
892944,11/3/1993,EXCELLENT POLICE DUTY
892944,10/24/1993,MERITORIOUS POLICE DUTY
892944,10/10/1993,EXCELLENT POLICE DUTY
892944,10/9/1993,EXCELLENT POLICE DUTY
892944,10/5/1993,EXCELLENT POLICE DUTY
892944,9/18/1993,EXCELLENT POLICE DUTY
892944,9/18/1993,MERITORIOUS POLICE DUTY
892944,9/11/1993,EXCELLENT POLICE DUTY
892944,9/11/1993,EXCELLENT POLICE DUTY
892944,9/6/1993,MERITORIOUS POLICE DUTY
892944,9/5/1993,EXCELLENT POLICE DUTY
892944,8/29/1993,EXCELLENT POLICE DUTY
892944,8/1/1993,EXCELLENT POLICE DUTY
892944,8/1/1993,MERITORIOUS POLICE DUTY
892944,7/17/1993,MERITORIOUS POLICE DUTY
892944,7/13/1993,EXCELLENT POLICE DUTY
892944,6/30/1993,MERITORIOUS POLICE DUTY
892944,6/26/1993,EXCELLENT POLICE DUTY
892944,4/27/1993,MERITORIOUS POLICE DUTY
892944,4/20/1993,EXCELLENT POLICE DUTY
892944,4/17/1993,EXCELLENT POLICE DUTY
892944,4/8/1993,EXCELLENT POLICE DUTY
892944,4/6/1993,EXCELLENT POLICE DUTY
892944,3/31/1993,EXCELLENT POLICE DUTY
892944,3/27/1993,EXCELLENT POLICE DUTY
892944,3/16/1993,EXCELLENT POLICE DUTY
892944,3/11/1993,MERITORIOUS POLICE DUTY
892944,2/24/1993,MERITORIOUS POLICE DUTY
892944,2/18/1993,EXCELLENT POLICE DUTY
892944,2/16/1993,EXCELLENT POLICE DUTY
892944,2/4/1993,EXCELLENT POLICE DUTY
892944,2/2/1993,MERITORIOUS POLICE DUTY
892944,1/23/1993,EXCELLENT POLICE DUTY
892944,1/23/1993,EXCELLENT POLICE DUTY
892944,1/12/1993,EXCELLENT POLICE DUTY
892944,1/12/1993,MERITORIOUS POLICE DUTY
892944,12/22/1992,EXCELLENT POLICE DUTY
892944,7/25/1992,EXCELLENT POLICE DUTY
892944,1/27/1992,MERITORIOUS POLICE DUTY
892944,11/9/1991,EXCELLENT POLICE DUTY
892944,8/18/1991,MERITORIOUS POLICE DUTY
892944,8/15/1991,MERITORIOUS POLICE DUTY
892944,7/8/1991,EXCELLENT POLICE DUTY
892944,5/9/1991,EXCELLENT POLICE DUTY
892944,4/17/1991,MERITORIOUS POLICE DUTY
892944,3/19/1991,MERITORIOUS POLICE DUTY
892944,1/17/1991,EXCELLENT POLICE DUTY
892944,1/9/1991,EXCELLENT POLICE DUTY
892944,11/20/1990,EXCELLENT POLICE DUTY
892944,4/7/1990,EXCELLENT POLICE DUTY
892944,3/25/1990,MERITORIOUS POLICE DUTY
892944,2/14/1990,MERITORIOUS POLICE DUTY
892944,12/23/1989,MERITORIOUS POLICE DUTY
951662,11/1/2013,MERITORIOUS POLICE DUTY
925170,5/2/2001,EXCELLENT POLICE DUTY
925170,11/24/2000,EXCELLENT POLICE DUTY
953806,3/8/2019,EXCELLENT POLICE DUTY
953806,8/15/2018,EXCELLENT POLICE DUTY
953806,4/26/2018,EXCELLENT POLICE DUTY
953806,12/18/2017,EXCELLENT POLICE DUTY
953806,9/16/2017,EXCELLENT POLICE DUTY
953806,3/19/2017,EXCELLENT POLICE DUTY
943139,10/29/2012,MERITORIOUS POLICE DUTY
951917,1/2/2013,EXCELLENT POLICE DUTY
941200,1/23/2009,EXCELLENT POLICE DUTY
936449,10/29/2012,EXCELLENT POLICE DUTY
936449,9/28/2006,EXCELLENT POLICE DUTY
936449,8/10/2006,EXCELLENT POLICE DUTY
936449,7/30/2006,EXCELLENT POLICE DUTY
936449,7/15/2006,EXCELLENT POLICE DUTY
936449,6/19/2006,EXCELLENT POLICE DUTY
936449,6/13/2006,EXCELLENT POLICE DUTY
936449,4/25/2006,EXCELLENT POLICE DUTY
936449,2/21/2006,EXCELLENT POLICE DUTY
936449,11/25/2005,EXCELLENT POLICE DUTY
936449,9/28/2005,EXCELLENT POLICE DUTY
941634,8/14/2008,EXCELLENT POLICE DUTY
941635,1/3/2019,MERITORIOUS POLICE DUTY
941635,10/28/2018,MERITORIOUS POLICE DUTY
941635,8/26/2018,MERITORIOUS POLICE DUTY
941635,8/23/2018,MERITORIOUS POLICE DUTY
941635,8/10/2018,EXCELLENT POLICE DUTY
941635,7/15/2018,MERITORIOUS POLICE DUTY
941635,7/5/2018,MERITORIOUS POLICE DUTY
941635,6/15/2018,MERITORIOUS POLICE DUTY
941635,6/5/2018,MERITORIOUS POLICE DUTY
941635,1/25/2018,MERITORIOUS POLICE DUTY
941635,1/13/2018,MERITORIOUS POLICE DUTY
941635,10/22/2017,MERITORIOUS POLICE DUTY
941635,10/15/2017,MERITORIOUS POLICE DUTY
941635,10/1/2017,EXCELLENT POLICE DUTY
941635,10/1/2017,MERITORIOUS POLICE DUTY
941635,12/20/2016,MERITORIOUS POLICE DUTY
941635,9/16/2014,MERITORIOUS POLICE DUTY
941635,2/13/2014,EXCELLENT POLICE DUTY
941635,10/25/2013,EXCELLENT POLICE DUTY
941635,10/22/2013,EXCELLENT POLICE DUTY
941635,9/17/2013,MERITORIOUS POLICE DUTY
941635,9/6/2013,EXCELLENT POLICE DUTY
941635,8/16/2013,EXCELLENT POLICE DUTY
941635,7/2/2013,EXCELLENT POLICE DUTY
941635,5/14/2013,EXCELLENT POLICE DUTY
941635,1/23/2013,EXCELLENT POLICE DUTY
941635,12/5/2012,EXCELLENT POLICE DUTY
941635,10/13/2012,MERITORIOUS POLICE DUTY-INTEGRITY
941635,9/14/2012,EXCELLENT POLICE DUTY
941635,8/30/2012,EXCELLENT POLICE DUTY
941635,1/30/2012,EXCELLENT POLICE DUTY
941635,11/8/2011,EXCELLENT POLICE DUTY
941635,10/27/2011,EXCELLENT POLICE DUTY
941635,10/26/2011,EXCELLENT POLICE DUTY
941635,10/8/2011,EXCELLENT POLICE DUTY
941635,6/12/2011,EXCELLENT POLICE DUTY
941635,6/4/2011,EXCELLENT POLICE DUTY
941635,4/23/2011,EXCELLENT POLICE DUTY
941635,1/29/2011,EXCELLENT POLICE DUTY
