taxid,date,name
934367,11/6/2007,EXCELLENT POLICE DUTY
934367,12/9/2006,MERITORIOUS POLICE DUTY
934367,12/17/2005,EXCELLENT POLICE DUTY
954460,12/7/2017,EXCELLENT POLICE DUTY
954460,9/20/2015,EXCELLENT POLICE DUTY
921104,2/21/2005,MERITORIOUS POLICE DUTY
921104,9/6/2004,EXCELLENT POLICE DUTY
921104,7/28/2004,EXCELLENT POLICE DUTY
921104,2/28/2004,EXCELLENT POLICE DUTY
921104,1/7/2004,EXCELLENT POLICE DUTY
921104,9/2/1999,MERITORIOUS POLICE DUTY
921104,6/17/1999,EXCELLENT POLICE DUTY
952383,8/5/2016,EXCELLENT POLICE DUTY
927886,2/10/2005,EXCELLENT POLICE DUTY
927886,1/1/2002,COMMENDATION - COMMUNITY SERVICE
956368,11/12/2015,EXCELLENT POLICE DUTY
948140,2/26/2011,EXCELLENT POLICE DUTY
948140,5/20/2010,EXCELLENT POLICE DUTY
953616,1/31/2014,MERITORIOUS POLICE DUTY
953616,10/8/2013,MERITORIOUS POLICE DUTY
934368,2/9/2008,EXCELLENT POLICE DUTY
960129,11/7/2017,EXCELLENT POLICE DUTY
933593,3/27/2019,EXCELLENT POLICE DUTY
933593,11/17/2018,MERITORIOUS POLICE DUTY
933593,11/7/2018,EXCELLENT POLICE DUTY
933593,10/31/2018,EXCELLENT POLICE DUTY
933593,1/29/2017,EXCELLENT POLICE DUTY
955706,11/6/2019,MERITORIOUS POLICE DUTY
955706,10/25/2019,EXCELLENT POLICE DUTY
955706,10/23/2019,MERITORIOUS POLICE DUTY
955706,8/15/2019,MERITORIOUS POLICE DUTY
955706,7/12/2019,MERITORIOUS POLICE DUTY
955706,6/27/2019,MERITORIOUS POLICE DUTY
955706,5/31/2019,MERITORIOUS POLICE DUTY
955706,3/16/2019,MERITORIOUS POLICE DUTY
955706,3/6/2019,EXCELLENT POLICE DUTY
955706,3/6/2019,EXCELLENT POLICE DUTY
955706,12/12/2018,MERITORIOUS POLICE DUTY
955706,8/30/2018,MERITORIOUS POLICE DUTY
955706,7/14/2018,MERITORIOUS POLICE DUTY
955706,7/4/2018,MERITORIOUS POLICE DUTY
955706,6/30/2018,MERITORIOUS POLICE DUTY
955706,6/26/2018,MERITORIOUS POLICE DUTY
955706,5/24/2018,EXCELLENT POLICE DUTY
955706,5/22/2018,EXCELLENT POLICE DUTY
955706,5/2/2018,MERITORIOUS POLICE DUTY
955706,11/1/2017,EXCELLENT POLICE DUTY
955706,10/27/2017,MERITORIOUS POLICE DUTY
955706,9/14/2017,EXCELLENT POLICE DUTY
958214,1/10/2019,MERITORIOUS POLICE DUTY
958214,12/8/2018,MERITORIOUS POLICE DUTY
958214,11/17/2018,MERITORIOUS POLICE DUTY
958214,9/28/2018,MERITORIOUS POLICE DUTY
958214,8/25/2018,MERITORIOUS POLICE DUTY
958214,5/29/2018,MERITORIOUS POLICE DUTY
958214,5/19/2018,MERITORIOUS POLICE DUTY
958214,5/17/2018,MERITORIOUS POLICE DUTY
958214,5/4/2018,MERITORIOUS POLICE DUTY
958214,5/3/2018,MERITORIOUS POLICE DUTY
958214,3/30/2018,MERITORIOUS POLICE DUTY
958214,2/11/2018,MERITORIOUS POLICE DUTY
958214,2/2/2018,EXCELLENT POLICE DUTY
958214,1/27/2018,MERITORIOUS POLICE DUTY
958214,12/14/2017,EXCELLENT POLICE DUTY
958214,10/29/2017,MERITORIOUS POLICE DUTY
958214,12/1/2016,EXCELLENT POLICE DUTY
961485,3/29/2019,EXCELLENT POLICE DUTY
936668,11/16/2012,EXCELLENT POLICE DUTY
936668,9/14/2012,EXCELLENT POLICE DUTY
936668,7/1/2008,EXCELLENT POLICE DUTY
939842,11/14/2014,EXCELLENT POLICE DUTY
939842,8/12/2014,EXCELLENT POLICE DUTY
939842,2/8/2011,MERITORIOUS POLICE DUTY
939842,6/11/2010,EXCELLENT POLICE DUTY
939842,4/28/2010,MERITORIOUS POLICE DUTY
939842,7/4/2009,EXCELLENT POLICE DUTY
939842,4/9/2009,EXCELLENT POLICE DUTY
939842,7/1/2008,EXCELLENT POLICE DUTY
941315,11/30/2010,EXCELLENT POLICE DUTY
941315,10/5/2010,EXCELLENT POLICE DUTY
941315,8/27/2010,EXCELLENT POLICE DUTY
941315,8/14/2010,EXCELLENT POLICE DUTY
941315,10/24/2009,MERITORIOUS POLICE DUTY
941315,7/19/2009,EXCELLENT POLICE DUTY
941315,6/26/2009,EXCELLENT POLICE DUTY
941315,1/27/2009,EXCELLENT POLICE DUTY
941315,1/8/2009,EXCELLENT POLICE DUTY
941315,1/3/2009,EXCELLENT POLICE DUTY
941315,11/21/2008,MERITORIOUS POLICE DUTY
941315,10/25/2008,EXCELLENT POLICE DUTY
941315,10/1/2008,EXCELLENT POLICE DUTY
941315,9/3/2008,EXCELLENT POLICE DUTY
941315,8/2/2008,EXCELLENT POLICE DUTY
941315,5/30/2008,EXCELLENT POLICE DUTY
941315,5/21/2008,EXCELLENT POLICE DUTY
941315,5/13/2007,EXCELLENT POLICE DUTY
959437,7/6/2016,EXCELLENT POLICE DUTY
956370,10/1/2018,MERITORIOUS POLICE DUTY
898880,2/13/1996,EXCELLENT POLICE DUTY
898880,6/8/1994,MERITORIOUS POLICE DUTY
898880,5/29/1994,EXCELLENT POLICE DUTY
898880,9/27/1992,EXCELLENT POLICE DUTY
929591,3/1/2008,MERITORIOUS POLICE DUTY
929591,11/1/2007,MERITORIOUS POLICE DUTY
929591,5/30/2007,MERITORIOUS POLICE DUTY
929591,4/13/2007,EXCELLENT POLICE DUTY
929591,4/28/2006,EXCELLENT POLICE DUTY
929591,8/22/2003,EXCELLENT POLICE DUTY
940949,1/12/2007,EXCELLENT POLICE DUTY
959439,10/18/2016,MERITORIOUS POLICE DUTY
921895,8/5/2001,EXCELLENT POLICE DUTY
921895,6/7/1999,EXCELLENT POLICE DUTY
919974,10/26/2002,MERITORIOUS POLICE DUTY
919974,5/16/2002,EXCELLENT POLICE DUTY
919974,2/5/2002,EXCELLENT POLICE DUTY
919974,2/5/2002,EXCELLENT POLICE DUTY
919974,2/3/2002,MERITORIOUS POLICE DUTY
919974,1/2/2002,EXCELLENT POLICE DUTY
919974,8/4/2001,EXCELLENT POLICE DUTY
937942,5/6/2007,EXCELLENT POLICE DUTY
937943,8/19/2015,EXCELLENT POLICE DUTY
937943,7/6/2015,EXCELLENT POLICE DUTY
937943,7/29/2014,EXCELLENT POLICE DUTY
937943,8/14/2006,MERITORIOUS POLICE DUTY
934369,1/28/2018,EXCELLENT POLICE DUTY
959440,9/5/2019,EXCELLENT POLICE DUTY
959440,8/25/2019,EXCELLENT POLICE DUTY
959440,7/11/2019,EXCELLENT POLICE DUTY
959440,6/29/2019,EXCELLENT POLICE DUTY
959440,6/28/2019,EXCELLENT POLICE DUTY
959440,6/5/2019,EXCELLENT POLICE DUTY
959440,11/20/2018,EXCELLENT POLICE DUTY
959440,3/8/2018,EXCELLENT POLICE DUTY
959440,2/27/2018,EXCELLENT POLICE DUTY
959440,2/15/2018,EXCELLENT POLICE DUTY
959440,12/19/2017,EXCELLENT POLICE DUTY
959440,11/28/2017,EXCELLENT POLICE DUTY
959440,10/17/2017,EXCELLENT POLICE DUTY
959440,11/5/2016,EXCELLENT POLICE DUTY
942927,4/10/2015,EXCELLENT POLICE DUTY
942927,3/27/2015,EXCELLENT POLICE DUTY
942927,7/18/2014,EXCELLENT POLICE DUTY
942927,8/11/2013,EXCELLENT POLICE DUTY
942927,5/4/2013,MERITORIOUS POLICE DUTY
942927,10/13/2012,EXCELLENT POLICE DUTY
942927,9/29/2010,EXCELLENT POLICE DUTY
953617,10/12/2019,MERITORIOUS POLICE DUTY
953617,9/20/2019,MERITORIOUS POLICE DUTY
953617,7/31/2019,MERITORIOUS POLICE DUTY
953617,7/13/2019,EXCELLENT POLICE DUTY
953617,6/28/2019,MERITORIOUS POLICE DUTY
953617,2/8/2019,MERITORIOUS POLICE DUTY
953617,1/4/2019,EXCELLENT POLICE DUTY
953617,6/9/2018,EXCELLENT POLICE DUTY
953617,10/7/2017,EXCELLENT POLICE DUTY
953617,6/21/2017,EXCELLENT POLICE DUTY
953617,3/15/2016,EXCELLENT POLICE DUTY
929496,9/25/2009,EXCELLENT POLICE DUTY
929496,9/16/2003,EXCELLENT POLICE DUTY
929496,2/3/2003,EXCELLENT POLICE DUTY
905654,4/4/2011,EXCELLENT POLICE DUTY
905654,8/15/1995,EXCELLENT POLICE DUTY
905654,12/13/1994,EXCELLENT POLICE DUTY
945457,10/23/2016,MERITORIOUS POLICE DUTY
945457,4/5/2014,EXCELLENT POLICE DUTY
945457,3/5/2014,EXCELLENT POLICE DUTY
945457,12/7/2013,EXCELLENT POLICE DUTY
945457,5/29/2013,EXCELLENT POLICE DUTY
945457,7/5/2012,EXCELLENT POLICE DUTY
945457,4/20/2012,EXCELLENT POLICE DUTY
945457,10/25/2010,EXCELLENT POLICE DUTY
945457,12/19/2009,EXCELLENT POLICE DUTY
945457,11/26/2009,EXCELLENT POLICE DUTY
945457,8/23/2009,EXCELLENT POLICE DUTY
926477,12/31/2004,EXCELLENT POLICE DUTY
926477,6/27/2003,EXCELLENT POLICE DUTY
926477,3/31/2003,EXCELLENT POLICE DUTY
926477,3/25/2003,EXCELLENT POLICE DUTY
926477,6/14/2002,EXCELLENT POLICE DUTY
926477,7/10/2001,MERITORIOUS POLICE DUTY
945458,2/11/2015,EXCELLENT POLICE DUTY
945458,1/23/2015,EXCELLENT POLICE DUTY
945458,11/27/2014,MERITORIOUS POLICE DUTY
945458,10/15/2014,MERITORIOUS POLICE DUTY
945458,1/24/2014,EXCELLENT POLICE DUTY
945458,10/23/2013,EXCELLENT POLICE DUTY
945458,5/10/2013,EXCELLENT POLICE DUTY
945458,6/25/2012,EXCELLENT POLICE DUTY
945458,5/15/2012,MERITORIOUS POLICE DUTY
945458,10/31/2011,MERITORIOUS POLICE DUTY-INTEGRITY
945458,1/25/2011,EXCELLENT POLICE DUTY
945458,12/24/2009,EXCELLENT POLICE DUTY
945458,8/23/2009,EXCELLENT POLICE DUTY
931514,9/29/2010,MERITORIOUS POLICE DUTY
931514,8/9/2004,EXCELLENT POLICE DUTY
949967,1/28/2016,MERITORIOUS POLICE DUTY
949967,1/7/2016,EXCELLENT POLICE DUTY
936966,5/25/2012,EXCELLENT POLICE DUTY
936966,10/1/2008,EXCELLENT POLICE DUTY
936966,8/25/2008,EXCELLENT POLICE DUTY
936966,6/25/2008,EXCELLENT POLICE DUTY
936966,6/12/2008,EXCELLENT POLICE DUTY
936966,6/3/2008,EXCELLENT POLICE DUTY
936966,3/18/2008,EXCELLENT POLICE DUTY
936966,9/4/2007,EXCELLENT POLICE DUTY
936966,8/1/2007,EXCELLENT POLICE DUTY
936966,7/16/2007,EXCELLENT POLICE DUTY
936966,5/8/2007,EXCELLENT POLICE DUTY
936966,4/5/2007,EXCELLENT POLICE DUTY
936966,10/3/2006,EXCELLENT POLICE DUTY
936966,7/12/2006,EXCELLENT POLICE DUTY
936966,5/23/2006,EXCELLENT POLICE DUTY
936966,3/8/2006,EXCELLENT POLICE DUTY
924841,1/1/2018,MERITORIOUS POLICE DUTY
924841,10/18/2012,EXCELLENT POLICE DUTY
924841,2/17/2012,MERITORIOUS POLICE DUTY
924841,5/19/2010,EXCELLENT POLICE DUTY
924841,4/19/2010,EXCELLENT POLICE DUTY
924841,10/13/2009,EXCELLENT POLICE DUTY
924841,5/23/2006,EXCELLENT POLICE DUTY
924841,3/8/2006,EXCELLENT POLICE DUTY
924841,1/22/2006,EXCELLENT POLICE DUTY
924841,11/27/2005,EXCELLENT POLICE DUTY
924841,10/24/2005,EXCELLENT POLICE DUTY
924841,6/1/2005,EXCELLENT POLICE DUTY
924841,1/28/2005,EXCELLENT POLICE DUTY
924841,5/14/2004,EXCELLENT POLICE DUTY
924841,2/21/2004,EXCELLENT POLICE DUTY
924841,12/31/2003,EXCELLENT POLICE DUTY
924841,10/2/2003,EXCELLENT POLICE DUTY
924841,8/9/2003,EXCELLENT POLICE DUTY
924841,1/20/2003,EXCELLENT POLICE DUTY
924841,10/23/2002,EXCELLENT POLICE DUTY
924841,8/8/2002,EXCELLENT POLICE DUTY
924841,7/28/2001,EXCELLENT POLICE DUTY
946662,4/25/2014,EXCELLENT POLICE DUTY
946662,10/31/2013,EXCELLENT POLICE DUTY
946662,12/12/2011,MERITORIOUS POLICE DUTY
946662,11/25/2011,EXCELLENT POLICE DUTY
946662,7/25/2010,EXCELLENT POLICE DUTY
946662,8/22/2009,EXCELLENT POLICE DUTY
946662,7/21/2009,EXCELLENT POLICE DUTY
946662,3/2/2009,EXCELLENT POLICE DUTY
961486,5/26/2017,MERITORIOUS POLICE DUTY
919976,3/14/2013,EXCELLENT POLICE DUTY
919976,2/11/2002,EXCELLENT POLICE DUTY
919976,10/22/1999,EXCELLENT POLICE DUTY
919976,1/2/1999,EXCELLENT POLICE DUTY
919976,9/4/1998,EXCELLENT POLICE DUTY
948591,3/10/2016,EXCELLENT POLICE DUTY
948591,2/7/2016,EXCELLENT POLICE DUTY
948591,11/7/2014,EXCELLENT POLICE DUTY
948591,8/14/2014,EXCELLENT POLICE DUTY
948591,8/9/2014,MERITORIOUS POLICE DUTY
948591,1/10/2014,EXCELLENT POLICE DUTY
948591,11/27/2011,MERITORIOUS POLICE DUTY
946436,12/20/2014,MERITORIOUS POLICE DUTY
939843,5/12/2009,MERITORIOUS POLICE DUTY
939843,7/28/2006,EXCELLENT POLICE DUTY
934370,9/4/2019,EXCELLENT POLICE DUTY
934370,8/23/2019,EXCELLENT POLICE DUTY
934370,8/4/2019,MERITORIOUS POLICE DUTY
934370,5/17/2019,MERITORIOUS POLICE DUTY
934370,5/13/2006,MERITORIOUS POLICE DUTY
943995,7/9/2016,EXCELLENT POLICE DUTY
943995,12/22/2014,MERITORIOUS POLICE DUTY
943995,10/20/2012,EXCELLENT POLICE DUTY
943995,5/24/2012,MERITORIOUS POLICE DUTY
943995,4/21/2012,EXCELLENT POLICE DUTY
943995,1/8/2012,MERITORIOUS POLICE DUTY
943995,10/23/2011,EXCELLENT POLICE DUTY
958218,12/28/2016,EXCELLENT POLICE DUTY
929595,5/31/2012,MERITORIOUS POLICE DUTY
929595,8/1/2009,MERITORIOUS POLICE DUTY
929595,5/20/2009,MERITORIOUS POLICE DUTY
929595,11/21/2007,MERITORIOUS POLICE DUTY
929595,8/13/2007,MERITORIOUS POLICE DUTY
929595,7/28/2006,MERITORIOUS POLICE DUTY
954463,2/5/2018,EXCELLENT POLICE DUTY
962199,6/20/2017,EXCELLENT POLICE DUTY
949968,8/30/2019,EXCELLENT POLICE DUTY
949968,2/28/2018,MERITORIOUS POLICE DUTY
949968,1/17/2018,EXCELLENT POLICE DUTY
949968,6/23/2017,EXCELLENT POLICE DUTY
949968,6/25/2015,EXCELLENT POLICE DUTY
949968,2/16/2013,EXCELLENT POLICE DUTY
949968,10/11/2012,EXCELLENT POLICE DUTY
949968,5/28/2012,EXCELLENT POLICE DUTY
949968,3/20/2012,EXCELLENT POLICE DUTY
952384,9/25/2015,EXCELLENT POLICE DUTY
952384,4/22/2015,COMMENDATION
953619,9/12/2014,MERITORIOUS POLICE DUTY
953619,9/2/2014,MERITORIOUS POLICE DUTY
953619,8/14/2014,MERITORIOUS POLICE DUTY
953619,8/6/2014,MERITORIOUS POLICE DUTY
953619,10/17/2013,EXCELLENT POLICE DUTY
941316,10/18/2012,EXCELLENT POLICE DUTY
941316,8/5/2008,EXCELLENT POLICE DUTY
941317,11/29/2015,EXCELLENT POLICE DUTY
941317,6/21/2015,EXCELLENT POLICE DUTY
941317,5/29/2015,EXCELLENT POLICE DUTY
941317,1/24/2015,EXCELLENT POLICE DUTY
941317,12/18/2014,EXCELLENT POLICE DUTY
941317,11/11/2014,EXCELLENT POLICE DUTY
941317,5/17/2014,MERITORIOUS POLICE DUTY
941317,1/8/2013,EXCELLENT POLICE DUTY
941317,12/28/2012,EXCELLENT POLICE DUTY
941317,3/29/2009,EXCELLENT POLICE DUTY
941317,3/28/2007,EXCELLENT POLICE DUTY
933594,1/20/2016,MERITORIOUS POLICE DUTY
933594,8/4/2015,MERITORIOUS POLICE DUTY
933594,1/22/2015,MERITORIOUS POLICE DUTY
933594,12/5/2014,EXCELLENT POLICE DUTY
933594,1/2/2007,EXCELLENT POLICE DUTY
933594,1/2/2007,EXCELLENT POLICE DUTY
933594,8/10/2006,MERITORIOUS POLICE DUTY
933594,5/30/2006,EXCELLENT POLICE DUTY
933594,3/21/2006,MERITORIOUS POLICE DUTY
933594,1/5/2006,COMMENDATION
949971,10/25/2016,EXCELLENT POLICE DUTY
949971,10/15/2016,MERITORIOUS POLICE DUTY
949971,10/29/2014,EXCELLENT POLICE DUTY
934818,8/24/2007,EXCELLENT POLICE DUTY
934818,1/31/2007,EXCELLENT POLICE DUTY
889483,5/1/1998,EXCELLENT POLICE DUTY
889483,3/30/1995,MERITORIOUS POLICE DUTY
889483,1/5/1995,EXCELLENT POLICE DUTY
889483,11/20/1994,COMMENDATION
889483,7/25/1993,EXCELLENT POLICE DUTY
889483,10/16/1992,EXCELLENT POLICE DUTY
889483,3/3/1991,MERITORIOUS POLICE DUTY
889483,12/14/1987,EXCELLENT POLICE DUTY
952386,10/11/2019,EXCELLENT POLICE DUTY
952386,10/11/2019,EXCELLENT POLICE DUTY
952386,10/10/2019,EXCELLENT POLICE DUTY
952386,7/25/2019,MERITORIOUS POLICE DUTY
952386,7/12/2019,MERITORIOUS POLICE DUTY
952386,4/19/2019,MERITORIOUS POLICE DUTY
952386,4/5/2019,MERITORIOUS POLICE DUTY
952386,8/17/2018,MERITORIOUS POLICE DUTY
952386,3/15/2018,MERITORIOUS POLICE DUTY
952386,1/10/2018,MERITORIOUS POLICE DUTY
952386,9/8/2017,MERITORIOUS POLICE DUTY
952386,1/15/2017,MERITORIOUS POLICE DUTY
952386,12/5/2016,EXCELLENT POLICE DUTY
952386,11/22/2016,EXCELLENT POLICE DUTY
952386,11/20/2016,EXCELLENT POLICE DUTY
952386,11/15/2016,EXCELLENT POLICE DUTY
952386,9/5/2016,MERITORIOUS POLICE DUTY
952386,8/27/2016,EXCELLENT POLICE DUTY
952386,8/21/2016,MERITORIOUS POLICE DUTY
952386,8/2/2016,MERITORIOUS POLICE DUTY
952386,7/31/2016,EXCELLENT POLICE DUTY
952386,7/24/2016,EXCELLENT POLICE DUTY
952386,7/10/2016,MERITORIOUS POLICE DUTY
952386,6/20/2016,MERITORIOUS POLICE DUTY
952386,5/26/2016,MERITORIOUS POLICE DUTY
952386,5/15/2016,EXCELLENT POLICE DUTY
952386,4/24/2016,EXCELLENT POLICE DUTY
952386,4/14/2016,MERITORIOUS POLICE DUTY
952386,2/24/2016,EXCELLENT POLICE DUTY
952386,2/18/2016,EXCELLENT POLICE DUTY
952386,1/27/2016,EXCELLENT POLICE DUTY
952386,11/12/2015,MERITORIOUS POLICE DUTY
952386,6/24/2014,EXCELLENT POLICE DUTY
952386,4/23/2014,EXCELLENT POLICE DUTY
958220,10/7/2017,EXCELLENT POLICE DUTY
958220,7/8/2017,EXCELLENT POLICE DUTY
958220,1/12/2017,MERITORIOUS POLICE DUTY
918677,6/15/2003,EXCELLENT POLICE DUTY
918677,7/9/2002,EXCELLENT POLICE DUTY
918677,7/1/2002,EXCELLENT POLICE DUTY
918677,10/4/2001,EXCELLENT POLICE DUTY
918677,7/6/2001,EXCELLENT POLICE DUTY
918677,7/4/2001,EXCELLENT POLICE DUTY
918677,1/14/2001,EXCELLENT POLICE DUTY
918677,10/18/2000,MERITORIOUS POLICE DUTY
918677,4/25/2000,EXCELLENT POLICE DUTY
918677,1/14/2000,EXCELLENT POLICE DUTY
918677,6/18/1999,EXCELLENT POLICE DUTY
918677,5/16/1999,EXCELLENT POLICE DUTY
947964,12/1/2016,EXCELLENT POLICE DUTY
947964,7/17/2014,MERITORIOUS POLICE DUTY
947964,6/21/2013,EXCELLENT POLICE DUTY
947964,6/21/2013,EXCELLENT POLICE DUTY
947964,3/30/2013,MERITORIOUS POLICE DUTY
947964,10/25/2012,MERITORIOUS POLICE DUTY
947964,10/8/2011,MERITORIOUS POLICE DUTY
947964,5/11/2011,MERITORIOUS POLICE DUTY
947964,4/17/2011,MERITORIOUS POLICE DUTY
954464,6/5/2015,EXCELLENT POLICE DUTY
961596,7/15/2020,EXCELLENT POLICE DUTY
961596,12/15/2019,EXCELLENT POLICE DUTY
961596,2/18/2019,EXCELLENT POLICE DUTY
944936,4/20/2012,EXCELLENT POLICE DUTY
944936,9/2/2010,MERITORIOUS POLICE DUTY
944936,11/2/2008,EXCELLENT POLICE DUTY
944936,6/17/2008,EXCELLENT POLICE DUTY
934371,6/1/2006,EXCELLENT POLICE DUTY
937949,9/21/2016,EXCELLENT POLICE DUTY
937949,9/21/2016,MERITORIOUS POLICE DUTY
937949,10/23/2015,EXCELLENT POLICE DUTY
937949,5/29/2008,EXCELLENT POLICE DUTY
937950,4/17/2012,EXCELLENT POLICE DUTY
937950,4/9/2012,MERITORIOUS POLICE DUTY
937950,3/28/2012,EXCELLENT POLICE DUTY
937950,11/23/2011,MERITORIOUS POLICE DUTY
937950,2/16/2011,EXCELLENT POLICE DUTY
937950,2/2/2010,EXCELLENT POLICE DUTY
937950,11/7/2009,EXCELLENT POLICE DUTY
937950,8/6/2009,EXCELLENT POLICE DUTY
937950,4/11/2009,EXCELLENT POLICE DUTY
954465,12/29/2016,EXCELLENT POLICE DUTY
954465,12/10/2016,EXCELLENT POLICE DUTY
954465,8/23/2016,EXCELLENT POLICE DUTY
954465,11/2/2015,EXCELLENT POLICE DUTY
954465,8/22/2015,EXCELLENT POLICE DUTY
954465,3/15/2015,EXCELLENT POLICE DUTY
941319,3/25/2018,EXCELLENT POLICE DUTY
941319,9/26/2007,EXCELLENT POLICE DUTY
942930,7/12/2017,MERITORIOUS POLICE DUTY
942930,7/19/2016,MERITORIOUS POLICE DUTY
942930,4/14/2016,MERITORIOUS POLICE DUTY
942930,2/18/2011,EXCELLENT POLICE DUTY
934372,5/31/2018,EXCELLENT POLICE DUTY
934372,4/30/2018,EXCELLENT POLICE DUTY
934372,8/6/2014,EXCELLENT POLICE DUTY
934372,10/29/2012,COMMENDATION
949972,3/25/2017,EXCELLENT POLICE DUTY
949972,2/21/2013,EXCELLENT POLICE DUTY
965646,12/19/2019,EXCELLENT POLICE DUTY
965646,8/16/2019,MERITORIOUS POLICE DUTY
965646,8/3/2019,EXCELLENT POLICE DUTY
934374,2/4/2020,MERITORIOUS POLICE DUTY
934374,11/14/2019,EXCELLENT POLICE DUTY
934374,9/17/2019,MERITORIOUS POLICE DUTY
934374,5/8/2019,MERITORIOUS POLICE DUTY
934374,4/8/2019,MERITORIOUS POLICE DUTY
934374,2/21/2009,EXCELLENT POLICE DUTY
934374,9/27/2008,EXCELLENT POLICE DUTY
934374,8/16/2007,EXCELLENT POLICE DUTY
934374,6/28/2007,EXCELLENT POLICE DUTY
934374,3/14/2007,EXCELLENT POLICE DUTY
934374,12/11/2006,EXCELLENT POLICE DUTY
934374,7/11/2005,EXCELLENT POLICE DUTY
929597,9/27/2019,MERITORIOUS POLICE DUTY
929597,4/4/2019,EXCELLENT POLICE DUTY
929597,10/18/2018,EXCELLENT POLICE DUTY
929597,5/22/2018,MERITORIOUS POLICE DUTY
929597,4/19/2018,EXCELLENT POLICE DUTY
929597,1/23/2018,MERITORIOUS POLICE DUTY
929597,8/2/2017,MERITORIOUS POLICE DUTY
929597,7/19/2017,MERITORIOUS POLICE DUTY
929597,4/18/2017,EXCELLENT POLICE DUTY
929597,1/10/2017,MERITORIOUS POLICE DUTY
929597,1/5/2017,MERITORIOUS POLICE DUTY
929597,11/29/2016,MERITORIOUS POLICE DUTY
929597,11/21/2016,MERITORIOUS POLICE DUTY
929597,11/7/2016,EXCELLENT POLICE DUTY
929597,10/6/2016,EXCELLENT POLICE DUTY
929597,3/15/2016,EXCELLENT POLICE DUTY
929597,12/15/2015,EXCELLENT POLICE DUTY
929597,10/23/2015,EXCELLENT POLICE DUTY
929597,10/21/2015,MERITORIOUS POLICE DUTY
929597,8/7/2015,MERITORIOUS POLICE DUTY
929597,8/6/2015,EXCELLENT POLICE DUTY
929597,5/19/2015,MERITORIOUS POLICE DUTY
929597,5/5/2015,EXCELLENT POLICE DUTY
929597,4/16/2015,MERITORIOUS POLICE DUTY
945459,4/28/2017,MERITORIOUS POLICE DUTY
945459,4/23/2013,EXCELLENT POLICE DUTY
955129,4/2/2016,EXCELLENT POLICE DUTY
955129,12/1/2015,EXCELLENT POLICE DUTY
955129,2/17/2014,EXCELLENT POLICE DUTY
955129,2/17/2014,EXCELLENT POLICE DUTY
926532,4/19/2004,EXCELLENT POLICE DUTY
962913,6/9/2020,MERITORIOUS POLICE DUTY
962913,6/3/2020,MERITORIOUS POLICE DUTY
962913,5/16/2020,EXCELLENT POLICE DUTY
962913,2/3/2020,MERITORIOUS POLICE DUTY
962913,7/21/2019,EXCELLENT POLICE DUTY
962913,1/16/2019,EXCELLENT POLICE DUTY
962913,9/15/2017,EXCELLENT POLICE DUTY
961598,2/8/2019,EXCELLENT POLICE DUTY
965647,3/7/2020,EXCELLENT POLICE DUTY
951482,5/22/2018,MERITORIOUS POLICE DUTY
948593,8/24/2018,EXCELLENT POLICE DUTY
948593,8/19/2018,EXCELLENT POLICE DUTY
948593,8/3/2018,EXCELLENT POLICE DUTY
948593,5/5/2018,EXCELLENT POLICE DUTY
948593,4/27/2018,EXCELLENT POLICE DUTY
948593,4/6/2018,EXCELLENT POLICE DUTY
948593,3/30/2018,EXCELLENT POLICE DUTY
948593,3/23/2018,EXCELLENT POLICE DUTY
948593,3/20/2018,EXCELLENT POLICE DUTY
948593,3/6/2018,EXCELLENT POLICE DUTY
948593,2/24/2018,EXCELLENT POLICE DUTY
948593,12/6/2017,EXCELLENT POLICE DUTY
948593,8/31/2017,EXCELLENT POLICE DUTY
948593,8/25/2017,EXCELLENT POLICE DUTY
948593,6/29/2017,EXCELLENT POLICE DUTY
948593,6/26/2017,EXCELLENT POLICE DUTY
948593,4/29/2017,EXCELLENT POLICE DUTY
948593,2/19/2017,EXCELLENT POLICE DUTY
948593,2/15/2017,EXCELLENT POLICE DUTY
948593,1/22/2017,EXCELLENT POLICE DUTY
948593,1/22/2017,EXCELLENT POLICE DUTY
948593,12/24/2016,EXCELLENT POLICE DUTY
948593,8/12/2016,EXCELLENT POLICE DUTY
948593,7/8/2015,EXCELLENT POLICE DUTY
948593,1/14/2015,EXCELLENT POLICE DUTY
948593,12/21/2013,EXCELLENT POLICE DUTY
953620,4/13/2014,EXCELLENT POLICE DUTY
961599,10/21/2019,EXCELLENT POLICE DUTY
961599,1/2/2019,EXCELLENT POLICE DUTY
961599,9/16/2018,EXCELLENT POLICE DUTY
957317,7/21/2019,EXCELLENT POLICE DUTY
957317,5/5/2019,EXCELLENT POLICE DUTY
957317,1/6/2019,EXCELLENT POLICE DUTY
957317,8/13/2017,EXCELLENT POLICE DUTY
954337,8/20/2013,MERITORIOUS POLICE DUTY
957318,12/23/2017,EXCELLENT POLICE DUTY
927832,1/1/2003,EXCELLENT POLICE DUTY
939846,2/13/2018,EXCELLENT POLICE DUTY
915218,4/16/2003,EXCELLENT POLICE DUTY
915218,10/6/2002,EXCELLENT POLICE DUTY
915218,9/23/2002,MERITORIOUS POLICE DUTY
915218,5/30/2002,EXCELLENT POLICE DUTY
941321,6/14/2014,MERITORIOUS POLICE DUTY
941321,4/29/2014,MERITORIOUS POLICE DUTY
941321,3/21/2014,EXCELLENT POLICE DUTY
941321,11/2/2013,MERITORIOUS POLICE DUTY
